Name,Age,Country,CGPA,Skill,Program
Wendy Bruce,18,Chile,3.4,Excel,BS Information Technology
Karen Ross,22,Sierra Leone,2.28,Python,BS Computer Science
Natasha Walter,18,Iran,3.42,R,BS Data Science
Christopher Nunez,20,Slovenia,3.36,Excel,BS Information Technology
Stacy Gordon,23,Saint Pierre and Miquelon,2.05,Statistics,BS Data Science
Laura Guzman,18,Malta,2.56,Excel,BS Accounting & Finance
Michael Thomas,23,Guinea-Bissau,2.52,R,BS Data Science
David Arnold,25,Togo,2.1,None,BBA
Connor Campos,24,Nicaragua,2.57,Excel,BS Accounting & Finance
David Hopkins,19,Guinea,2.22,Statistics,BS Data Science
Marcus Stafford,22,Liberia,2.29,R,BS Data Science
Christopher Bryant,20,Tajikistan,3,SQL,BS Computer Science
Sean Sanchez,20,Martinique,2.91,SQL,BS Information Technology
Alexander Silva,21,Micronesia,2.62,Python,BS Computer Science
Meghan Thornton,18,Dominica,3.04,Risk Management,BS Accounting & Finance
Ms. Anna Watkins,16,Ethiopia,2.64,Risk Management,BS Accounting & Finance
Ashley West,16,Fiji,3.83,Risk Management,BS Accounting & Finance
Carolyn Holt,21,Saudi Arabia,3.66,SQL,BS Business Analytics
Amy Sawyer,18,Guam,2.35,Excel,BS Accounting & Finance
Ashley Griffin,21,Netherlands Antilles,3.33,Risk Management,BS Accounting & Finance
Jordan Harris,17,Kuwait,3.78,R,BS Data Science
Michaela Lee,23,Venezuela,2.02,Statistics,BS Business Analytics
Michaela Hudson,22,Heard Island and McDonald Islands,2.03,SQL,BS Information Technology
Kimberly Guerrero,17,Jordan,2.58,Excel,BS Information Technology
Javier Barnes,25,Palau,2.56,Python,BS Data Science
Timothy Warren,18,Fiji,3.48,Management,BBA
Jamie Moses,24,Italy,2.96,Excel,BBA
Julie Perry,19,Swaziland,3.61,SQL,BS Computer Science
Courtney Harris,25,Germany,2.88,Python,BS Computer Science
Holly Carlson,21,Bulgaria,2.8,Excel,BS Information Technology
Kevin White,22,Uruguay,3.23,Excel,BS Information Technology
Lisa Kennedy,18,Northern Mariana Islands,3.78,SQL,BS Business Analytics
Dr. Frank Lewis,23,Kuwait,3.67,Financial Modelling,BS Accounting & Finance
Kathryn Fletcher,18,Taiwan,3.92,Python,BS Software Engineering
Heather Anderson,23,Syrian Arab Republic,3.19,Python,BS Computer Science
Brendan Thompson,22,Gibraltar,2.19,Python,BS Software Engineering
Cynthia Smith,24,Martinique,2.57,Risk Management,BS Accounting & Finance
Autumn Padilla,21,Pitcairn Islands,2.3,Risk Management,BS Accounting & Finance
Carolyn Wu,20,Hong Kong,2.82,SQL,BS Business Analytics
Travis Cox,18,Saudi Arabia,3.34,Risk Management,BS Accounting & Finance
David Kelly,25,Equatorial Guinea,2.2,Python,BS Data Science
Yvonne Ashley,25,Armenia,2.33,None,BBA
Karen Norris,23,Equatorial Guinea,3.24,R,BS Data Science
Monica Hester,18,Cyprus,3.39,SQL,BS Computer Science
Alan Lopez,22,Gibraltar,2.16,SQL,BS Computer Science
Chad Schmidt,20,United Kingdom,3.24,Management,BBA
Ronald Robertson,19,Mozambique,2.05,Statistics,BS Business Analytics
Zachary Friedman,20,Jamaica,3.93,Python,BS Software Engineering
Glenn Alexander,17,Spain,2.34,SQL,BS Business Analytics
Michael Rhodes,16,Swaziland,2.27,R,BS Data Science
Kelly Johnson,24,New Zealand,3.43,Python,BS Software Engineering
Leslie Gutierrez,20,Seychelles,3.22,Excel,BS Information Technology
Angela Petty,23,Mali,3.59,R,BS Data Science
Paul Anderson,24,Nauru,3.18,Python,BS Computer Science
Rachel Walsh,21,Panama,2.71,Excel,BBA
Evelyn Jennings,24,Comoros,3.83,Excel,BS Accounting & Finance
Craig Franco,21,Nigeria,3.74,Python,BS Software Engineering
Dawn Young,18,Angola,2.24,Excel,BS Business Analytics
Alex Thornton,22,Puerto Rico,3.91,Excel,BS Business Analytics
Christopher Blair,18,Lithuania,3.07,Excel,BS Business Analytics
Tamara Woods,23,Turkmenistan,2.2,Excel,BS Business Analytics
Dr. Mary Burke,22,Mongolia,3.73,Management,BBA
Daisy Soto,16,Mozambique,3.96,Management,BBA
Mrs. Krystal Khan DDS,16,Northern Mariana Islands,3.49,Risk Management,BS Accounting & Finance
Yolanda Jimenez,25,Turks and Caicos Islands,3.37,Python,BS Software Engineering
Thomas Smith,25,Isle of Man,3.09,Management,BBA
Juan Gutierrez,25,Marshall Islands,2.65,Statistics,BS Data Science
Jeffrey Bell,22,Vietnam,3.74,Risk Management,BS Accounting & Finance
Elizabeth Francis,23,Angola,2.56,Python,BS Computer Science
Erica Holt,25,El Salvador,2.18,None,BBA
Joseph Garcia,20,Belarus,3.91,SQL,BS Business Analytics
Alice Mclaughlin,20,Madagascar,3.99,Statistics,BS Business Analytics
David Logan,23,Netherlands,3.95,Risk Management,BS Accounting & Finance
Jessica Norris,21,Grenada,3.02,Management,BBA
John Lopez,23,Chad,2.26,SQL,BS Business Analytics
Justin Cross,22,Gambia,3.22,Python,BS Software Engineering
Brian Anthony,23,Bhutan,3.65,Management,BBA
Peter Wright,16,Slovenia,2.83,SQL,BS Computer Science
Rodney Bauer,22,Uzbekistan,2.89,Excel,BBA
Natalie Allen,23,Bangladesh,3.72,Excel,BS Accounting & Finance
Melissa Gonzales,18,Christmas Island,2.62,SQL,BS Computer Science
Scott Jones,17,Ethiopia,3.82,Financial Modelling,BS Accounting & Finance
Ross Rogers,18,Papua New Guinea,3.47,Management,BBA
Carl Nelson,16,Togo,2.52,R,BS Data Science
Kendra Suarez,24,Cook Islands,2.56,SQL,BS Information Technology
Eric Riley,21,Cameroon,3.62,SQL,BS Computer Science
Maria Richards,17,Saint Helena,2.95,Excel,BS Business Analytics
Mrs. Stacey Payne,19,Estonia,2.57,Management,BBA
Miguel Clements,25,Maldives,2.24,Statistics,BS Business Analytics
Jeremiah Harrison,22,Albania,3.62,Excel,BS Information Technology
Jennifer Maynard,25,Switzerland,2.01,Python,BS Data Science
Andrea Smith,19,Saint Lucia,2.81,None,BBA
Kenneth Baker,21,Uzbekistan,3.43,R,BS Data Science
Matthew Smith,20,Iceland,2.7,Financial Modelling,BS Accounting & Finance
Stephen Atkinson,23,Hungary,2.48,R,BS Data Science
Troy Suarez,20,Aruba,3.58,SQL,BS Information Technology
Gregory Haney,23,Tunisia,3.74,Python,BS Software Engineering
Lisa Lewis,24,Mali,2.74,Risk Management,BS Accounting & Finance
Jessica Robertson,22,Czech Republic,3.05,Python,BS Software Engineering
Dr. Stacie Chavez,22,Chile,2.37,Python,BS Software Engineering
Denise Hall,23,Nicaragua,3.22,Statistics,BS Business Analytics
Christina Pace,16,Sao Tome and Principe,3.33,Excel,BS Business Analytics
Matthew Harris,24,Ukraine,3.28,Excel,BS Information Technology
Jose Anderson,21,Uzbekistan,3.29,Excel,BBA
Heather Reynolds,21,Sierra Leone,3.5,Financial Modelling,BS Accounting & Finance
Ryan Fletcher,22,Sudan,2.77,SQL,BS Computer Science
Tammie Robbins,18,Uruguay,2.97,Excel,BBA
Linda Simmons,24,Kiribati,3.83,Python,BS Software Engineering
Michael Green,19,Timor-Leste,3.92,Python,BS Software Engineering
Jacob Jones,19,Palau,3.65,Python,BS Software Engineering
Robert Schneider,24,Argentina,2.3,Excel,BS Business Analytics
Dominique Green,21,Latvia,2.11,Python,BS Software Engineering
Mike Foster,17,China,3.47,Python,BS Software Engineering
Rachel Hale,17,Ukraine,2.9,None,BBA
Jennifer Miller,19,Togo,2.22,Excel,BS Accounting & Finance
Henry Williams,21,Saint Vincent and the Grenadines,2.68,Risk Management,BS Accounting & Finance
Kyle Russell,20,United Kingdom,3.85,Statistics,BS Business Analytics
Paul Miller,24,Montenegro,2.79,Python,BS Computer Science
Jenna Chavez,20,Guinea-Bissau,2.1,Statistics,BS Business Analytics
Adam Ibarra,20,Myanmar,2.16,Python,BS Software Engineering
Kathy Johnson,21,Cocos (Keeling) Islands,2.43,None,BBA
Linda Sanders,18,Rwanda,2.9,Statistics,BS Data Science
Elizabeth Martin,21,Benin,2.55,Excel,BBA
Jason Martinez,21,Tanzania,2.51,Risk Management,BS Accounting & Finance
Hannah Lee,16,Central African Republic,2.08,SQL,BS Business Analytics
Sandra Manning,18,Russian Federation,3.16,Management,BBA
Stacy Brown,17,Myanmar,3.42,Python,BS Data Science
Stephen Nichols,20,Guernsey,3.23,Python,BS Data Science
Anthony Raymond,20,Belarus,3.65,Excel,BS Information Technology
Anthony Anderson,23,Rwanda,3.09,Statistics,BS Data Science
Jose Moore,25,Guadeloupe,3.3,R,BS Data Science
Rachel Orozco,24,Netherlands Antilles,3.18,Excel,BBA
Ashlee Bolton,24,Thailand,2.82,Python,BS Data Science
Douglas Gallagher,24,Norfolk Island,3.63,R,BS Data Science
Erin Mcdaniel,19,Slovakia (Slovak Republic),3.79,Excel,BS Business Analytics
Kara Kaiser,16,Barbados,2.28,Python,BS Data Science
Jennifer Sparks,25,Cayman Islands,2.66,SQL,BS Computer Science
Julie Gray,19,Mexico,2.35,Financial Modelling,BS Accounting & Finance
Thomas Watts,22,Korea,3.76,Excel,BS Information Technology
Cameron Mitchell,21,Bolivia,3.01,SQL,BS Business Analytics
Jose Morgan,21,Togo,2.35,Excel,BS Business Analytics
Scott Bradshaw,21,Madagascar,3.05,Management,BBA
Erin Hall,18,Kyrgyz Republic,3.98,Risk Management,BS Accounting & Finance
Loretta Hall,20,Croatia,2.02,SQL,BS Information Technology
Jessica Yang,21,Togo,2.06,Python,BS Data Science
Catherine Moore,19,Kenya,2.85,Excel,BS Information Technology
David Taylor,21,Germany,3.61,Excel,BS Accounting & Finance
Alexandra Haynes,22,Mayotte,3.34,SQL,BS Information Technology
Chelsea Rhodes,17,Switzerland,3.21,SQL,BS Information Technology
Monica Hogan,25,Lao People's Democratic Republic,3.7,SQL,BS Information Technology
Kirk Smith,18,British Virgin Islands,2.84,Risk Management,BS Accounting & Finance
Antonio Craig,20,Namibia,3.9,None,BBA
Kelly Valentine,25,Cape Verde,3.78,Python,BS Software Engineering
Ronald Mcpherson,18,United States Minor Outlying Islands,3.11,SQL,BS Information Technology
Julia Phelps,25,Israel,2.47,Python,BS Software Engineering
Amber James,19,Uzbekistan,2.2,Statistics,BS Business Analytics
Ashley Taylor,22,Panama,3.94,Python,BS Software Engineering
Andrew Kennedy,17,Armenia,3.69,Excel,BBA
Lance Gaines,16,Netherlands,2.27,SQL,BS Information Technology
Victoria Riggs,23,Trinidad and Tobago,2.42,Excel,BS Accounting & Finance
Keith Castillo,20,Cameroon,3.78,SQL,BS Computer Science
Lisa Clements,24,Croatia,2.74,Excel,BS Accounting & Finance
Zachary Ellis,16,Gabon,3.91,Python,BS Software Engineering
Lydia Dalton,17,Tanzania,2.29,R,BS Data Science
Robert Thomas,16,Cambodia,3.1,Python,BS Software Engineering
Jennifer Diaz,23,Saint Pierre and Miquelon,3.55,Python,BS Data Science
Kim Griffith,23,Trinidad and Tobago,2.71,Excel,BS Information Technology
Robyn Jones,16,Greenland,3.32,Excel,BS Business Analytics
David Lee,19,Saint Pierre and Miquelon,3.85,SQL,BS Business Analytics
Jeremy Smith,19,Malaysia,2.23,Python,BS Computer Science
Karen Fox,17,Ethiopia,3.68,Excel,BS Information Technology
Ian Watts,23,Benin,3.62,Risk Management,BS Accounting & Finance
David Gay,19,Albania,3.63,Python,BS Data Science
William Gilmore,24,Togo,2.37,SQL,BS Computer Science
Claudia Clark,23,Taiwan,2.9,None,BBA
Jacob Oneill,16,Vietnam,3.68,Excel,BBA
Michele Rose,24,Ukraine,3.18,Financial Modelling,BS Accounting & Finance
Joshua Allen,22,Central African Republic,2.14,SQL,BS Computer Science
Roger Norris,21,Mauritius,2.6,SQL,BS Business Analytics
Eugene Wyatt,22,Ukraine,3.42,R,BS Data Science
Jim Payne,17,Marshall Islands,2.09,Python,BS Software Engineering
Monica Roberts,24,Tanzania,2.69,Python,BS Computer Science
Kayla Mills,20,Turks and Caicos Islands,2.03,SQL,BS Information Technology
Richard Adams,16,Iraq,2.86,Python,BS Software Engineering
Richard Holmes,16,Faroe Islands,2.07,Financial Modelling,BS Accounting & Finance
Mark Mccoy,17,Reunion,2.73,Python,BS Software Engineering
Cameron Cobb,17,Sao Tome and Principe,3.05,Management,BBA
Ronnie Rivera,21,Saint Helena,3.33,Excel,BS Accounting & Finance
Casey Meza,18,Ethiopia,2.69,SQL,BS Computer Science
Mrs. Elizabeth Vincent,19,Cameroon,3.54,Statistics,BS Data Science
Erin Smith,17,Martinique,3.44,Python,BS Software Engineering
Ashley Cabrera,22,Cambodia,2.93,Python,BS Software Engineering
Tammy Nelson,21,Saint Kitts and Nevis,3.23,Risk Management,BS Accounting & Finance
Steven Patterson,24,Singapore,3,SQL,BS Computer Science
Paul Reed MD,16,Gibraltar,4,Statistics,BS Data Science
Karen Thomas,20,Nauru,3.86,Management,BBA
Gregory Taylor,25,Argentina,2.99,Excel,BS Information Technology
Taylor Thompson,20,Senegal,3.23,Statistics,BS Data Science
Alice Watson,21,United States of America,3.58,SQL,BS Information Technology
Jose Wallace,18,Iceland,3.3,Excel,BBA
Adam Montes,23,Nauru,3.97,Python,BS Data Science
Steven Evans,23,Finland,2.8,Statistics,BS Data Science
Kimberly Smith,21,Singapore,3.78,Python,BS Software Engineering
Kathy Russo,18,Samoa,2.5,Excel,BS Accounting & Finance
Crystal Ramirez,22,Dominica,3.58,Excel,BS Accounting & Finance
Benjamin Price,19,Estonia,3.91,Management,BBA
Ricky Montgomery,16,Chad,2.13,Python,BS Software Engineering
Sarah Franklin,20,Saint Vincent and the Grenadines,3.79,Statistics,BS Data Science
Keith Reynolds,21,Korea,3.36,Excel,BS Information Technology
Alyssa Coleman,19,Cayman Islands,2.94,Python,BS Software Engineering
Doris Ellis,19,Solomon Islands,2.44,Statistics,BS Data Science
Ana Taylor,24,Cyprus,3.38,SQL,BS Computer Science
Angel Cook,21,Uruguay,2.39,R,BS Data Science
Sheila Wong,23,Panama,2.02,Python,BS Data Science
Stacey Wright,16,Madagascar,3.35,Python,BS Software Engineering
Rachel Williams,23,Philippines,3.01,Excel,BS Business Analytics
Kenneth Miller,22,Senegal,3.96,Statistics,BS Business Analytics
Jacqueline Rodgers,25,Seychelles,3.19,Excel,BS Business Analytics
Whitney Burnett,21,Zambia,3.54,Python,BS Software Engineering
Catherine Williams,21,Saint Barthelemy,3.69,Python,BS Software Engineering
Johnny Villarreal Jr.,18,Brunei Darussalam,3.34,None,BBA
Daniel Kramer,17,India,3.75,Python,BS Software Engineering
Robert White,24,French Guiana,3.69,Management,BBA
Carol Camacho,16,Malawi,3.92,Python,BS Software Engineering
Angelica Foster,24,Tunisia,3.11,Statistics,BS Data Science
Logan Singh,22,Guatemala,3.19,None,BBA
Barbara Sandoval,18,Czech Republic,2.76,Management,BBA
Robert Lewis,24,Czech Republic,3.49,Management,BBA
Brandy Faulkner,24,Jamaica,2.21,Python,BS Software Engineering
Yvonne Gregory,17,India,3.25,None,BBA
Jeffrey Powers,17,Samoa,2.53,SQL,BS Business Analytics
Ashley Carr,24,Madagascar,2.61,Financial Modelling,BS Accounting & Finance
Karen Carroll,22,New Caledonia,3.41,Excel,BS Business Analytics
Brian Cruz,22,Somalia,3.41,Excel,BS Accounting & Finance
Joseph Williams,24,New Zealand,3.02,Statistics,BS Data Science
Stephanie Moreno,25,Guernsey,3.71,SQL,BS Information Technology
Shelby Shepard,18,Holy See (Vatican City State),2.15,Python,BS Software Engineering
Jose Snyder,21,Jamaica,2.12,Statistics,BS Data Science
John Johnson,20,Chad,3.66,SQL,BS Information Technology
Brenda Ruiz,25,Greece,3.35,Python,BS Software Engineering
Anthony Chaney,21,Zambia,3.57,Excel,BS Accounting & Finance
Alex Mills,23,Puerto Rico,2.19,Management,BBA
Stephen Morgan,17,Lesotho,3.62,Python,BS Data Science
William Osborn,23,Macao,2.7,Python,BS Computer Science
Brenda Osborne,24,Montenegro,2.9,R,BS Data Science
Cynthia Hickman,18,Nepal,3.16,Excel,BS Accounting & Finance
Jonathan Peterson,21,Libyan Arab Jamahiriya,2.98,Risk Management,BS Accounting & Finance
Shelby West,21,Iran,3.39,Statistics,BS Business Analytics
Scott Freeman,18,El Salvador,3.36,Python,BS Software Engineering
Michael Nelson,21,Congo,2.54,Excel,BS Information Technology
Meghan Edwards,24,Libyan Arab Jamahiriya,3.19,SQL,BS Business Analytics
Tammy Blake,25,Ireland,2.51,Excel,BS Business Analytics
Robyn Edwards,22,Hungary,2.59,Python,BS Software Engineering
Jane Faulkner,19,Norway,3.04,None,BBA
Nicole Ward,18,Madagascar,3.32,Statistics,BS Business Analytics
Ms. Lindsey Holden,19,Cyprus,3.63,None,BBA
Becky Nichols,24,Georgia,2.59,Python,BS Data Science
Terri Pierce,21,Czech Republic,2.02,Python,BS Software Engineering
Andrew Price,25,Antigua and Barbuda,3.53,Statistics,BS Business Analytics
Mr. Timothy Haley,25,Liberia,3.61,Python,BS Computer Science
Kristin Nguyen,20,Aruba,3.98,Python,BS Software Engineering
Lisa Williams,23,Portugal,3.69,SQL,BS Computer Science
Samantha Singleton,19,Korea,3.64,SQL,BS Business Analytics
Mikayla Welch,17,Syrian Arab Republic,2.14,Excel,BS Business Analytics
Mr. Steven Williams DVM,25,Spain,2.41,Management,BBA
Kelly Colon,23,Portugal,2.08,Excel,BS Information Technology
Linda Newman,18,Ukraine,3.63,Python,BS Computer Science
Jose Howard,25,Botswana,2.45,SQL,BS Information Technology
Cesar Diaz,22,Gabon,2.69,None,BBA
Nicholas Warren,24,Finland,2.14,Python,BS Software Engineering
James Lin,21,Antarctica (the territory South of 60 deg S),2.32,Python,BS Software Engineering
Arthur Carter,25,Fiji,2.2,Statistics,BS Business Analytics
Nicholas Johnson,22,Papua New Guinea,3.11,Python,BS Software Engineering
Sarah Webb,17,Mayotte,2.81,Statistics,BS Business Analytics
Rebecca Nicholson,20,Gambia,2.03,Risk Management,BS Accounting & Finance
Tanya Sharp,17,Tanzania,3.51,Excel,BS Information Technology
Paul Flores,21,Lesotho,2.11,R,BS Data Science
Christine Hicks,22,Germany,2.59,Excel,BS Information Technology
Megan Weaver,22,Tanzania,2.86,Risk Management,BS Accounting & Finance
Hannah Ball,16,Suriname,2.86,Management,BBA
Debra Stewart,18,Zambia,2.99,Python,BS Software Engineering
Jay Carter,24,Andorra,2.94,Python,BS Software Engineering
Kevin Carrillo,19,Kiribati,2.8,Excel,BS Information Technology
Susan Alexander,25,Saudi Arabia,2.35,None,BBA
Christopher Sullivan,23,Lithuania,3.89,Python,BS Computer Science
Jessica Church,24,Panama,2.47,Financial Modelling,BS Accounting & Finance
Richard Hughes,16,Peru,2.51,Financial Modelling,BS Accounting & Finance
Sydney Reid,25,Thailand,2.06,R,BS Data Science
Douglas Williamson,19,Algeria,3.86,Excel,BS Business Analytics
Michael Smith,17,Haiti,3.67,Python,BS Software Engineering
Stephanie Reid,25,Martinique,3.05,Statistics,BS Data Science
James Smith,25,Holy See (Vatican City State),3.76,Excel,BBA
Tyler Clark,25,Cayman Islands,2.42,Excel,BS Accounting & Finance
Katherine Carrillo,24,Hong Kong,2.14,R,BS Data Science
James Russell,19,Jordan,3.43,Excel,BS Accounting & Finance
Stacey Weaver,24,Guinea,2.17,Python,BS Software Engineering
Alan Johnson,22,Iraq,2.15,Excel,BS Business Analytics
Luis King,16,Congo,3.53,R,BS Data Science
Jacob Meyer,25,Myanmar,2.44,None,BBA
Kyle Dillon,20,Kiribati,2.53,Python,BS Data Science
Melissa Meza,24,Liechtenstein,3.04,Risk Management,BS Accounting & Finance
Carl Walton,16,Guinea,2.83,Excel,BBA
Christine Adams MD,24,Bouvet Island (Bouvetoya),3.51,Excel,BS Business Analytics
Joseph Smith,22,Cocos (Keeling) Islands,3.6,Python,BS Computer Science
Jacqueline Villanueva,25,Montserrat,2.48,SQL,BS Information Technology
Rebecca Berry,23,Georgia,2.78,Python,BS Data Science
Monique Young,21,Grenada,2.37,Statistics,BS Data Science
Cheryl Johnson,18,Bulgaria,3.63,SQL,BS Computer Science
Virginia Griffin,24,Myanmar,2.52,SQL,BS Computer Science
Douglas Lewis,22,North Macedonia,2.66,Excel,BBA
Annette Willis,25,South Africa,2.05,Excel,BS Accounting & Finance
Debra Blanchard,18,Botswana,3.95,R,BS Data Science
Carolyn Wright,23,Guatemala,2.35,Statistics,BS Business Analytics
Linda Thompson,19,Barbados,2.97,Excel,BS Business Analytics
Chad Peterson,17,Panama,2.69,Risk Management,BS Accounting & Finance
Yvonne Mullins,18,Ghana,3.34,SQL,BS Computer Science
Christian Porter,16,Australia,3.25,None,BBA
Christina Hampton,19,Cook Islands,2.21,Excel,BBA
Renee Ross,20,Isle of Man,3.76,Excel,BS Business Analytics
Bobby Nash,22,Samoa,3.96,Python,BS Data Science
Michelle Adams,19,Estonia,3.75,Python,BS Software Engineering
Mary Powell,23,Malawi,2.93,Excel,BS Business Analytics
Kristina Adkins,19,Slovakia (Slovak Republic),2.07,Risk Management,BS Accounting & Finance
Adam Baker,22,Maldives,2.12,Excel,BS Business Analytics
Richard Brown,18,Bermuda,3.6,Python,BS Software Engineering
Shannon Garcia,17,Guinea,3.25,Financial Modelling,BS Accounting & Finance
Ross Ward,19,Croatia,2.38,Python,BS Computer Science
Alexander Davis,18,Brunei Darussalam,3.4,SQL,BS Information Technology
Diana Smith,20,Somalia,2.83,Excel,BS Business Analytics
Stephanie Dean,22,Monaco,2.1,R,BS Data Science
Erin Miller,23,United States Minor Outlying Islands,2.77,SQL,BS Computer Science
Jennifer Noble,22,Albania,2.32,Python,BS Software Engineering
Thomas Kaiser,21,Gabon,2.25,Excel,BS Accounting & Finance
Kathryn Bush,22,Rwanda,2.46,Risk Management,BS Accounting & Finance
Debra Bennett,23,Libyan Arab Jamahiriya,3.49,Management,BBA
Beth Foster,17,French Southern Territories,3.36,SQL,BS Computer Science
Jessica Jones,17,Australia,2.74,Excel,BS Accounting & Finance
Thomas Osborn,25,Tunisia,3.32,Excel,BS Business Analytics
Brandon Mccormick,22,Svalbard & Jan Mayen Islands,2.53,Financial Modelling,BS Accounting & Finance
Jennifer Fernandez,24,Luxembourg,2.55,Python,BS Software Engineering
Jonathan Leblanc,20,Pakistan,3.84,Excel,BS Information Technology
Megan Reid,21,Christmas Island,2.77,Excel,BS Information Technology
Stephen Golden,16,Grenada,3.75,Financial Modelling,BS Accounting & Finance
James Combs,25,Jamaica,2.21,Python,BS Software Engineering
Scott Garcia,23,Djibouti,3.01,SQL,BS Information Technology
Tracy Diaz,20,Ghana,3.31,Statistics,BS Business Analytics
Dwayne Thompson,17,Montenegro,2.12,Management,BBA
Alyssa Johnson,20,Angola,3.79,Risk Management,BS Accounting & Finance
Tara Burnett,16,Turkmenistan,3.16,SQL,BS Computer Science
Michael Villanueva,22,Equatorial Guinea,3.55,SQL,BS Business Analytics
Amanda Simpson,24,Indonesia,3.3,Python,BS Software Engineering
Christopher Bishop,22,Tunisia,3.21,Excel,BS Information Technology
John Meyer,22,Fiji,2.5,Python,BS Computer Science
Mario Henderson,20,Anguilla,3.9,Python,BS Software Engineering
Kevin Parks,25,Congo,3.32,Python,BS Computer Science
Mark Manning,23,American Samoa,3.88,Python,BS Software Engineering
Amanda Fisher MD,17,Syrian Arab Republic,3.63,SQL,BS Business Analytics
Kaitlyn Lee,23,Mauritius,3.46,Statistics,BS Data Science
Lisa Carter,23,Nepal,2.78,None,BBA
Steven Caldwell,25,Solomon Islands,3.59,Statistics,BS Data Science
Dennis Kim,24,Heard Island and McDonald Islands,3.9,SQL,BS Business Analytics
Joy Grant,17,Chile,2.07,SQL,BS Information Technology
Michelle Hurley,16,Martinique,2.4,Excel,BS Information Technology
Eric Wiley,23,Honduras,3.14,Excel,BS Information Technology
Melissa Orozco,25,Guyana,3.34,Statistics,BS Data Science
Stephen Mahoney,16,Greenland,3.76,None,BBA
Steven Montgomery,22,United Kingdom,3.28,SQL,BS Business Analytics
Laura Brooks,17,United States Minor Outlying Islands,2.49,Excel,BS Business Analytics
Heidi Duke,17,Isle of Man,3.56,SQL,BS Information Technology
Jason Chavez,18,Mexico,2.82,Management,BBA
Karen Thomas,20,Bulgaria,2.46,Excel,BS Information Technology
Victor Soto,24,Micronesia,3.91,R,BS Data Science
Jeffrey Taylor,17,France,3.12,Statistics,BS Business Analytics
George Ramsey,22,Suriname,3.05,SQL,BS Computer Science
Pamela Howe,23,Saint Pierre and Miquelon,3.83,Statistics,BS Business Analytics
Brian Harris,18,North Macedonia,3.01,SQL,BS Computer Science
David Johnson,24,Martinique,3.59,Python,BS Software Engineering
Dr. Amy King,18,Cocos (Keeling) Islands,3.21,SQL,BS Computer Science
Angela Miller,21,Jordan,2.37,Python,BS Computer Science
Jessica Walton,19,Heard Island and McDonald Islands,2.77,Management,BBA
Juan Garcia,17,Ukraine,3.97,Python,BS Software Engineering
Edward Dunn,22,Japan,3.21,SQL,BS Computer Science
Dennis Norris,24,North Macedonia,3.67,R,BS Data Science
Michael Fernandez,24,Germany,2.54,Python,BS Software Engineering
Jeff Reed,23,Equatorial Guinea,2.05,Python,BS Data Science
Brenda Rogers,17,Montenegro,3.77,Statistics,BS Data Science
Holly Fowler,20,Nigeria,2.01,Python,BS Software Engineering
Gabriel Patterson,20,Congo,2.37,Financial Modelling,BS Accounting & Finance
Ana Coleman,21,Greece,2.66,Excel,BBA
Nicholas Martin,25,India,3.11,Statistics,BS Data Science
Mary Potts,24,South Georgia and the South Sandwich Islands,3.88,Python,BS Data Science
Tracy Bryan,20,Georgia,2.02,Excel,BS Accounting & Finance
Jeffrey Johnson,20,Belarus,3.41,Excel,BS Accounting & Finance
Lee Hampton,19,Greece,3.1,Financial Modelling,BS Accounting & Finance
Sherri Griffin,17,Saint Lucia,3.54,Excel,BBA
Scott Soto,19,United Arab Emirates,3.24,Python,BS Software Engineering
Laura Johnson,16,Senegal,3.05,SQL,BS Computer Science
Sue Wilcox,23,Sudan,2.75,Python,BS Software Engineering
Christopher Henderson,23,Jamaica,3.61,Financial Modelling,BS Accounting & Finance
Maria Jones,18,Russian Federation,2.6,Management,BBA
Amy Rodriguez,24,Japan,3.78,SQL,BS Computer Science
Stephanie Carter,25,Turkmenistan,3.77,Python,BS Software Engineering
Kayla Williams,19,Guadeloupe,3.42,SQL,BS Computer Science
Joseph Rivas,16,Djibouti,2.83,None,BBA
Jennifer Lopez,17,Tanzania,3.39,Excel,BS Business Analytics
John Young,22,Kuwait,2.55,Excel,BS Business Analytics
Bridget Ramirez,20,Costa Rica,2.97,SQL,BS Information Technology
Linda Smith,17,Canada,2.95,SQL,BS Information Technology
Jeffrey Lawrence,22,Nepal,3.48,SQL,BS Computer Science
Matthew Cunningham,22,Bermuda,2.07,Excel,BS Business Analytics
Trevor Davies,22,Puerto Rico,3.57,R,BS Data Science
Stephen Blankenship,22,Norway,2.74,R,BS Data Science
Brenda Key,23,New Zealand,2.42,SQL,BS Computer Science
David Thomas,20,Korea,3.05,SQL,BS Computer Science
Tanya Dean,25,Israel,2.35,Financial Modelling,BS Accounting & Finance
Jason Flores,19,Kyrgyz Republic,2.03,SQL,BS Computer Science
Stephen Aguilar,19,Monaco,2.09,None,BBA
Ashley Weber,23,Panama,2.39,Financial Modelling,BS Accounting & Finance
Robert Ortega,19,Bulgaria,2.62,R,BS Data Science
Stephen Wood,18,Sierra Leone,3.67,Excel,BS Business Analytics
Scott Dawson,23,Cocos (Keeling) Islands,3.63,SQL,BS Computer Science
Amy Richmond,21,Saint Vincent and the Grenadines,2.3,Excel,BS Accounting & Finance
Chris Mayer,24,Haiti,2.67,Excel,BBA
Teresa Johnson,16,San Marino,3.58,Statistics,BS Business Analytics
Nicole Johnson,25,India,3.08,Excel,BS Business Analytics
